,Country,Region,Market,Product,Date,Open,High,Low,Close,Currency
,Kenya,Eastern,Kitui,oil,2024-03-01,212.17,218.21,206.13,216.35,KES
,Kenya,Rift Valley,Wakulima (Nakuru),oil,2024-03-01,215.8,222.17,209.43,217.46,KES
,Kenya,Rift Valley,Nakuru,oil,2024-03-01,217.03,223.76,210.29,219.82,KES
,Kenya,Eastern,Kaanwa (Tharaka Nithi),oil,2024-03-01,218.96,225.76,212.15,221.28,KES
,Kenya,Eastern,Isiolo town,oil,2024-03-01,219.1,227.84,210.36,221,KES
,Kenya,Coast,Kilifi,oil,2024-03-01,227.77,233.87,221.67,230.09,KES
,Kenya,Coast,Bangladesh (Mombasa),oil,2024-03-01,228.5,235.46,221.53,229.84,KES
,Kenya,Coast,Junda (Mombasa),oil,2024-03-01,228.62,236.95,220.3,230.03,KES
,Kenya,Coast,Kalahari (Mombasa),oil,2024-03-01,228.68,236.84,220.51,229.89,KES
,Kenya,Market Average,Market Average,oil,2024-03-01,228.9,236.86,220.94,231.36,KES
,Kenya,Coast,Kisumu Ndogo (Mombasa),oil,2024-03-01,228.94,236.4,221.48,230.22,KES
,Kenya,Coast,Moroto (Mombasa),oil,2024-03-01,229,237.81,220.18,230.02,KES
,Kenya,Coast,Kongowea (Mombasa),oil,2024-03-01,229.16,237.8,220.52,230.14,KES
,Kenya,Coast,Vanga (Kwale),oil,2024-03-01,229.25,237.76,220.75,230.13,KES
,Kenya,Coast,Shonda (Mombasa),oil,2024-03-01,229.29,236.15,222.43,230.23,KES
,Kenya,Coast,Mombasa,oil,2024-03-01,229.31,236.28,222.34,230.13,KES
,Kenya,Nyanza,Kisumu,oil,2024-03-01,230.16,236.96,223.35,234.45,KES
,Kenya,Rift Valley,Marigat town (Baringo),oil,2024-03-01,231.11,239.39,222.84,232.18,KES
,Kenya,Rift Valley,Marigat (Baringo),oil,2024-03-01,231.9,240.28,223.52,232.53,KES
,Kenya,Rift Valley,Eldoret town (Uasin Gishu),oil,2024-03-01,232.08,238.99,225.17,237.21,KES
,Kenya,Coast,Hola (Tana River),oil,2024-03-01,232.41,240.91,223.92,235.26,KES
,Kenya,Nyanza,Kibuye (Kisumu),oil,2024-03-01,232.98,239.7,226.27,235.54,KES
,Kenya,North Eastern,IFO (Daadab),oil,2024-03-01,235.04,243.61,226.47,237.89,KES
,Kenya,North Eastern,Garissa town (Garissa),oil,2024-03-01,235.12,243.58,226.66,239.1,KES
,Kenya,North Eastern,Wajir town,oil,2024-03-01,235.98,244.32,227.64,239.72,KES
,Kenya,North Eastern,Garissa,oil,2024-03-01,236.29,245.23,227.36,239.25,KES
,Kenya,North Eastern,Dadaab town,oil,2024-03-01,237.22,245.28,229.16,240.11,KES
,Kenya,North Eastern,Takaba (Mandera),oil,2024-03-01,238.37,245.06,231.69,242.15,KES
,Kenya,North Eastern,Mandera,oil,2024-03-01,238.75,246.78,230.72,242.34,KES
,Kenya,North Eastern,Dagahaley (Daadab),oil,2024-03-01,239.46,245.05,233.86,243.46,KES
,Kenya,Eastern,Marsabit,oil,2024-03-01,240.88,248.83,232.93,244.62,KES
,Kenya,Eastern,Marsabit town,oil,2024-03-01,241.22,249.27,233.17,244.62,KES
,Kenya,North Eastern,Hagadera (Daadab),oil,2024-03-01,241.22,249.79,232.64,242.83,KES
,Kenya,Rift Valley,Kakuma 4,oil,2024-03-01,249.3,259.2,239.4,255.03,KES
,Kenya,Rift Valley,Kalobeyei (Village 1),oil,2024-03-01,250.98,262.65,239.31,255.06,KES
,Kenya,Rift Valley,Kalobeyei (Village 2),oil,2024-03-01,251.08,264.67,237.49,254.74,KES
,Kenya,Rift Valley,Ethiopia (Kakuma),oil,2024-03-01,251.68,266.16,237.2,255.39,KES
,Kenya,Rift Valley,Kalobeyei (Village 3),oil,2024-03-01,252.46,262.84,242.08,255.46,KES
,Kenya,Rift Valley,Mogadishu (Kakuma),oil,2024-03-01,252.63,261.53,243.73,255.39,KES
,Kenya,Rift Valley,HongKong (Kakuma),oil,2024-03-01,254.17,265.22,243.12,255.4,KES
,Kenya,Rift Valley,Kakuma 3,oil,2024-03-01,254.26,262.36,246.17,255.31,KES
,Kenya,Rift Valley,Kakuma 2,oil,2024-03-01,254.47,267.1,241.85,255.25,KES
,Kenya,Rift Valley,Lodwar town,oil,2024-03-01,254.51,263.58,245.44,258.04,KES
,Kenya,Rift Valley,Lomut (West Pokot),oil,2024-03-01,254.73,261.67,247.8,256.85,KES
,Kenya,Rift Valley,Makutano (West Pokot),oil,2024-03-01,255.2,263.15,247.26,257.68,KES
,Kenya,Rift Valley,Lodwar (Turkana),oil,2024-03-01,255.79,263.57,248.01,258,KES
,Kenya,Rift Valley,Eldoret town (Uasin Gishu),potatoes,2024-03-01,2364.82,2401.42,2328.23,2341.9,KES
,Kenya,Rift Valley,Nakuru,potatoes,2024-03-01,2604.05,2631.89,2576.22,2622.57,KES
,Kenya,Central,Karatina (Nyeri),potatoes,2024-03-01,2669.33,2714.51,2624.16,2656.7,KES
,Kenya,Rift Valley,Marigat (Baringo),potatoes,2024-03-01,2700.61,2751.15,2650.07,2675.5,KES
,Kenya,Rift Valley,Kajiado,potatoes,2024-03-01,2718.91,2770.85,2666.97,2734.13,KES
,Kenya,Coast,Kilifi,potatoes,2024-03-01,2742.4,2784.32,2701.54,2784.32,KES
,Kenya,Eastern,Tala Centre Market (Machakos),potatoes,2024-03-01,2746.9,2795.3,2698.51,2739.28,KES
,Kenya,Coast,Vanga (Kwale),potatoes,2024-03-01,2757.58,2797.99,2717.17,2795.32,KES
,Kenya,Rift Valley,Illbissil Food Market (Kajiado),potatoes,2024-03-01,2758.65,2805.02,2712.28,2783.57,KES
,Kenya,Nairobi,Mukuru (Nairobi),potatoes,2024-03-01,2760.77,2814.61,2706.94,2803.2,KES
,Kenya,Eastern,Kaanwa (Tharaka Nithi),potatoes,2024-03-01,2769.8,2807.95,2731.65,2762.61,KES
,Kenya,Rift Valley,Wakulima (Nakuru),potatoes,2024-03-01,2773.99,2839.65,2708.33,2751.51,KES
,Kenya,Rift Valley,Marigat town (Baringo),potatoes,2024-03-01,2776.56,2825.69,2727.42,2745.47,KES
,Kenya,Coast,Kalahari (Mombasa),potatoes,2024-03-01,2780.35,2829.9,2737.92,2829.9,KES
,Kenya,Coast,Bangladesh (Mombasa),potatoes,2024-03-01,2787.46,2836.5,2741.96,2836.5,KES
,Kenya,Eastern,Wote town (Makueni),potatoes,2024-03-01,2793.02,2834.88,2751.69,2834.88,KES
,Kenya,Eastern,Makueni,potatoes,2024-03-01,2793.9,2836.72,2751.08,2824.43,KES
,Kenya,Coast,Shonda (Mombasa),potatoes,2024-03-01,2795.13,2837.54,2752.73,2824.02,KES
,Kenya,Nairobi,Wakulima (Nairobi),potatoes,2024-03-01,2796.7,2834.79,2758.62,2818.17,KES
,Kenya,Eastern,Kitui town (Kitui),potatoes,2024-03-01,2797.14,2863.09,2731.18,2849.3,KES
,Kenya,Coast,Mombasa,potatoes,2024-03-01,2798.04,2863.74,2753.61,2863.74,KES
,Kenya,Coast,Moroto (Mombasa),potatoes,2024-03-01,2798.49,2847.49,2749.5,2842.2,KES
,Kenya,Coast,Junda (Mombasa),potatoes,2024-03-01,2801.79,2845.54,2758.04,2832.05,KES
,Kenya,Nairobi,Kangemi (Nairobi),potatoes,2024-03-01,2808.34,2858.5,2764.38,2858.5,KES
,Kenya,Coast,Kisumu Ndogo (Mombasa),potatoes,2024-03-01,2809.93,2852.62,2767.25,2821.03,KES
,Kenya,Eastern,Kathonzweni (Makueni),potatoes,2024-03-01,2811.71,2852.62,2770.8,2846.57,KES
,Kenya,Nairobi,Dandora (Nairobi),potatoes,2024-03-01,2813.79,2864.22,2771.34,2864.22,KES
,Kenya,Eastern,Isiolo town,potatoes,2024-03-01,2821.25,2878.11,2764.38,2789.1,KES
,Kenya,Nairobi,Kitengela (Kajiado),potatoes,2024-03-01,2821.7,2866.85,2776.55,2832.42,KES
,Kenya,Nairobi,Mathare (Nairobi),potatoes,2024-03-01,2821.91,2882.79,2761.03,2833.8,KES
,Kenya,Coast,Kongowea (Mombasa),potatoes,2024-03-01,2827.57,2869.92,2785.22,2819.41,KES
,Kenya,Nairobi,Kibra (Nairobi),potatoes,2024-03-01,2828.29,2874.19,2782.39,2856.68,KES
,Kenya,Nairobi,Kawangware (Nairobi),potatoes,2024-03-01,2829.9,2866.23,2793.58,2860.76,KES
,Kenya,Nyanza,Kibuye (Kisumu),potatoes,2024-03-01,2833.69,2890.13,2777.25,2826.53,KES
,Kenya,Market Average,Market Average,potatoes,2024-03-01,2867.98,2915.43,2820.78,2883.4,KES
,Kenya,Rift Valley,Kalobeyei (Village 2),potatoes,2024-03-01,2875.24,2922.61,2829.2,2922.61,KES
,Kenya,Rift Valley,Kakuma 2,potatoes,2024-03-01,2880.91,2932.43,2837.56,2932.43,KES
,Kenya,Rift Valley,Mogadishu (Kakuma),potatoes,2024-03-01,2885.81,2936.3,2835.32,2935.19,KES
,Kenya,Rift Valley,Kakuma 4,potatoes,2024-03-01,2888.27,2942.37,2834.17,2923.78,KES
,Kenya,Rift Valley,Kakuma 3,potatoes,2024-03-01,2892.74,2942.35,2843.39,2942.35,KES
,Kenya,Rift Valley,Kalobeyei (Village 1),potatoes,2024-03-01,2894.39,2941,2847.77,2940.5,KES
,Kenya,Rift Valley,Ethiopia (Kakuma),potatoes,2024-03-01,2896.15,2953.96,2838.34,2945.6,KES
,Kenya,Rift Valley,Makutano (West Pokot),potatoes,2024-03-01,2898.05,2929.41,2866.68,2902.16,KES
,Kenya,Rift Valley,HongKong (Kakuma),potatoes,2024-03-01,2904.27,2951.08,2857.46,2937.94,KES
,Kenya,Nyanza,Kisumu,potatoes,2024-03-01,2909.12,2964.04,2854.19,2858.55,KES
,Kenya,Rift Valley,Lomut (West Pokot),potatoes,2024-03-01,2913.25,2953.43,2873.06,2914.34,KES
,Kenya,Rift Valley,Kalobeyei (Village 3),potatoes,2024-03-01,2924.71,2978.76,2870.66,2936.92,KES
,Kenya,Rift Valley,Lodwar town,potatoes,2024-03-01,2942.02,2989.68,2894.36,2947.23,KES
,Kenya,North Eastern,Garissa town (Garissa),potatoes,2024-03-01,2944.78,2973.99,2915.58,2941.94,KES
,Kenya,North Eastern,Hagadera (Daadab),potatoes,2024-03-01,2960.52,2994.72,2926.31,2971.51,KES
,Kenya,Coast,Hola (Tana River),potatoes,2024-03-01,2971.17,3018.88,2923.46,2952.72,KES
,Kenya,North Eastern,Wajir town,potatoes,2024-03-01,3009.36,3043.14,2975.58,3014.67,KES
,Kenya,North Eastern,IFO (Daadab),potatoes,2024-03-01,3009.48,3055.79,2963.16,2996.84,KES
,Kenya,North Eastern,Dadaab town,potatoes,2024-03-01,3010.95,3052.17,2969.74,3040.17,KES
,Kenya,Eastern,Marsabit town,potatoes,2024-03-01,3014.29,3062.26,2966.32,3029.54,KES
,Kenya,Nairobi,Nairobi,potatoes,2024-03-01,3040.63,3088.56,2992.7,3008.95,KES
,Kenya,North Eastern,Takaba (Mandera),potatoes,2024-03-01,3059.49,3095.33,3023.65,3060.32,KES
,Kenya,Eastern,Kitui,potatoes,2024-03-01,3074.17,3131.61,2974.75,2974.75,KES
,Kenya,Eastern,Marsabit,potatoes,2024-03-01,3085.08,3128.79,3041.38,3093.93,KES
,Kenya,North Eastern,Dagahaley (Daadab),potatoes,2024-03-01,3086.86,3191.93,2981.78,3077.44,KES
,Kenya,Rift Valley,Lodwar (Turkana),potatoes,2024-03-01,3176.65,3237.42,3115.89,3234.96,KES
,Kenya,North Eastern,Garissa,potatoes,2024-03-01,3247.99,3277.53,3218.45,3254.36,KES
,Kenya,North Eastern,Mandera,potatoes,2024-03-01,3303.84,3340.39,3267.29,3318.99,KES
,Kenya,Rift Valley,Nakuru,sorghum,2024-03-01,4511.78,4611.81,4411.75,4559.5,KES
,Kenya,Eastern,Tala Centre Market (Machakos),sorghum,2024-03-01,5049.16,5175,4923.32,5027.86,KES
,Kenya,Central,Karatina (Nyeri),sorghum,2024-03-01,5050.95,5150.77,4951.13,5008.88,KES
,Kenya,Eastern,Kaanwa (Tharaka Nithi),sorghum,2024-03-01,5108.37,5189.5,5027.24,5088.68,KES
,Kenya,Eastern,Kitui town (Kitui),sorghum,2024-03-01,5119.28,5235.36,5003.2,5232.53,KES
,Kenya,Eastern,Wote town (Makueni),sorghum,2024-03-01,5181.38,5272.66,5100.36,5272.66,KES
,Kenya,Eastern,Makueni,sorghum,2024-03-01,5192.6,5278.35,5106.85,5258.68,KES
,Kenya,Eastern,Kathonzweni (Makueni),sorghum,2024-03-01,5200.55,5289.59,5111.52,5269.71,KES
,Kenya,Nairobi,Mukuru (Nairobi),sorghum,2024-03-01,5210.1,5338.01,5082.18,5331.92,KES
,Kenya,Eastern,Isiolo town,sorghum,2024-03-01,5211.84,5336.82,5086.87,5149.29,KES
,Kenya,Coast,Kilifi,sorghum,2024-03-01,5248.19,5336.43,5159.95,5299.46,KES
,Kenya,Rift Valley,Kajiado,sorghum,2024-03-01,5276.98,5402.91,5151.05,5288.3,KES
,Kenya,Nyanza,Kisumu,sorghum,2024-03-01,5293.32,5412.96,5173.67,5330.06,KES
,Kenya,Rift Valley,Marigat (Baringo),sorghum,2024-03-01,5358.28,5440.65,5275.9,5311.67,KES
,Kenya,Nairobi,Wakulima (Nairobi),sorghum,2024-03-01,5372.48,5465.74,5279.23,5370.47,KES
,Kenya,Nairobi,Dandora (Nairobi),sorghum,2024-03-01,5376.58,5481.68,5271.48,5461.37,KES
,Kenya,Nairobi,Kangemi (Nairobi),sorghum,2024-03-01,5401.66,5499.45,5324.96,5499.45,KES
,Kenya,Nairobi,Mathare (Nairobi),sorghum,2024-03-01,5414.91,5538.17,5291.64,5401.81,KES
,Kenya,Nairobi,Kitengela (Kajiado),sorghum,2024-03-01,5423.31,5509.24,5337.38,5394.19,KES
,Kenya,Rift Valley,Illbissil Food Market (Kajiado),sorghum,2024-03-01,5437.56,5537.31,5337.81,5453.32,KES
,Kenya,Coast,Vanga (Kwale),sorghum,2024-03-01,5439.24,5522.21,5356.27,5460.74,KES
,Kenya,Nyanza,Kibuye (Kisumu),sorghum,2024-03-01,5443.12,5544.27,5341.96,5427.76,KES
,Kenya,Nairobi,Kibra (Nairobi),sorghum,2024-03-01,5443.43,5537.45,5349.41,5476.36,KES
,Kenya,Nairobi,Kawangware (Nairobi),sorghum,2024-03-01,5455.4,5561.08,5349.72,5497.73,KES
,Kenya,Rift Valley,Wakulima (Nakuru),sorghum,2024-03-01,5491.7,5585.73,5397.67,5435.63,KES
,Kenya,Coast,Kalahari (Mombasa),sorghum,2024-03-01,5520.38,5613.82,5426.95,5549.25,KES
,Kenya,Eastern,Kitui,sorghum,2024-03-01,5545.68,5655.47,5435.9,5490.08,KES
,Kenya,Coast,Bangladesh (Mombasa),sorghum,2024-03-01,5546.47,5648.26,5444.69,5590.68,KES
,Kenya,Coast,Moroto (Mombasa),sorghum,2024-03-01,5547.48,5679.48,5415.48,5596.22,KES
,Kenya,Coast,Shonda (Mombasa),sorghum,2024-03-01,5549.98,5649.33,5450.63,5537.43,KES
,Kenya,Coast,Mombasa,sorghum,2024-03-01,5553.5,5654.97,5455.79,5654.97,KES
,Kenya,Coast,Junda (Mombasa),sorghum,2024-03-01,5558.35,5654.8,5461.89,5577.89,KES
,Kenya,Coast,Kisumu Ndogo (Mombasa),sorghum,2024-03-01,5581.42,5700.78,5462.05,5531,KES
,Kenya,Rift Valley,Marigat town (Baringo),sorghum,2024-03-01,5582.34,5689.02,5475.66,5509.27,KES
,Kenya,Coast,Kongowea (Mombasa),sorghum,2024-03-01,5622.37,5713.45,5525.68,5525.68,KES
,Kenya,Market Average,Market Average,sorghum,2024-03-01,5631.09,5736.65,5526.37,5645.68,KES
,Kenya,Eastern,Marsabit town,sorghum,2024-03-01,5685.98,5786.14,5585.82,5725.89,KES
,Kenya,Rift Valley,Kakuma 2,sorghum,2024-03-01,5801.81,5892.69,5710.93,5828.2,KES
,Kenya,Rift Valley,Makutano (West Pokot),sorghum,2024-03-01,5805.65,5889.43,5721.87,5841.99,KES
,Kenya,Rift Valley,Mogadishu (Kakuma),sorghum,2024-03-01,5807.33,5933,5681.66,5831.6,KES
,Kenya,Coast,Hola (Tana River),sorghum,2024-03-01,5807.63,5910.55,5704.7,5766.67,KES
,Kenya,North Eastern,Garissa town (Garissa),sorghum,2024-03-01,5816.05,5883.93,5748.18,5809.18,KES
,Kenya,Rift Valley,Kakuma 4,sorghum,2024-03-01,5821.67,5945.04,5698.31,5811.35,KES
,Kenya,Rift Valley,Kakuma 3,sorghum,2024-03-01,5822.08,5925.39,5718.77,5853.77,KES
,Kenya,North Eastern,Hagadera (Daadab),sorghum,2024-03-01,5824.32,5901.77,5746.87,5853.32,KES
,Kenya,Rift Valley,Ethiopia (Kakuma),sorghum,2024-03-01,5835.12,5965.82,5704.41,5860.62,KES
,Kenya,Rift Valley,Kalobeyei (Village 1),sorghum,2024-03-01,5844.82,5966.45,5723.19,5861.22,KES
,Kenya,North Eastern,IFO (Daadab),sorghum,2024-03-01,5849.53,5959.32,5739.74,5821.83,KES
,Kenya,North Eastern,Dadaab town,sorghum,2024-03-01,5854.76,5945.03,5764.48,5906.37,KES
,Kenya,Rift Valley,HongKong (Kakuma),sorghum,2024-03-01,5863.5,6006.44,5720.57,5840.82,KES
,Kenya,Rift Valley,Kalobeyei (Village 2),sorghum,2024-03-01,5865.74,5972.44,5759.04,5806.07,KES
,Kenya,Rift Valley,Lomut (West Pokot),sorghum,2024-03-01,5879.51,5968.25,5790.77,5878.16,KES
,Kenya,Nairobi,Nairobi,sorghum,2024-03-01,5894.83,6071.26,5718.39,5908.83,KES
,Kenya,Rift Valley,Kalobeyei (Village 3),sorghum,2024-03-01,5896.23,6027.76,5764.71,5841.25,KES
,Kenya,Eastern,Marsabit,sorghum,2024-03-01,5905.7,5988.67,5822.73,5885.81,KES
,Kenya,Rift Valley,Lodwar town,sorghum,2024-03-01,5922.58,6046.83,5798.32,5924.77,KES
,Kenya,North Eastern,Wajir town,sorghum,2024-03-01,5961.29,6063.44,5859.14,5969.36,KES
,Kenya,North Eastern,Dagahaley (Daadab),sorghum,2024-03-01,6057.64,6173.46,5941.82,6019.84,KES
,Kenya,North Eastern,Takaba (Mandera),sorghum,2024-03-01,6088.47,6171.83,6005.11,6081.55,KES
,Kenya,Rift Valley,Eldoret town (Uasin Gishu),sorghum,2024-03-01,6528.28,6632.44,6424.12,6597.46,KES
,Kenya,Rift Valley,Lodwar (Turkana),sorghum,2024-03-01,6644.12,6813.42,6497.98,6813.42,KES
,Kenya,North Eastern,Mandera,sorghum,2024-03-01,6860.83,6962.55,6759.11,6916.75,KES
,Kenya,North Eastern,Garissa,sorghum,2024-03-01,6861.85,6956.73,6766.98,6905.46,KES
